sku,r2,explained_variance,MAE,MSE,Median_MSE,RMSE
1,0.791058836495364,0.9840213305601022,73.55066666666727,5857.6623202470055,78.96833333333416,76.5353664670589
2,0.9568498769388663,0.9736070792495507,24.780888888889095,1405.5891555555665,16.52000000000035,37.491187705320385
3,0.9326743284623817,0.948801935312044,38.83844444444445,2243.51626,33.52000000000001,47.36577097440725
4,0.9249069263085399,0.9924146126415672,29.5177777777778,969.201271111112,29.580000000000013,31.131997544505747
5,0.8668753349365289,0.9505231480689134,49.69266666666667,3927.2225859259306,45.24666666666653,62.66755608706893
6,0.9266021992423722,0.9727510917635072,21.49200000000001,638.8714933333334,20.839999999999975,25.275907369139755
7,0.8891718212782359,0.98200804288202,25.448148148147453,773.1167962962611,26.07999999999973,27.804977904977036
8,0.9286566351052938,0.9890796343349457,16.152148148148875,308.04338628260126,15.458888888889092,17.551164812701213
9,0.9753745421302157,0.9842932073838762,8.899851851851905,113.83997728395126,9.060000000000002,10.669581870155515
10,0.9631828989305893,0.978997051666712,11.409074074074574,187.39460820988776,9.711666666667199,13.689215032641124
11,0.978119255531688,0.9792192673867592,6.1888888888888545,71.63997777777728,4.440000000000154,8.464040275056426
12,0.9740664047704356,0.9862758256433145,6.873333333334115,78.23992790124711,6.713333333333594,8.84533367947457
13,0.9948833439560835,0.9949911187336722,1.7010370370370365,16.027903580246974,0.5233333333333121,4.003486428133231
14,0.8301495017320535,0.9435830963925768,20.85777777777769,581.5023466666628,19.859999999999843,24.114359760662584
15,0.9931819347441838,0.9931821304160894,5.081777777777776,63.4322488888889,3.08,7.964436507932554
16,0.9477808313970575,0.9867072403798424,16.389407407407532,360.3397009876585,15.303333333333057,18.982615757256916
17,0.974156568145824,0.9781380896167806,6.869901234567773,147.72220507544134,5.127777777777965,12.154102396945705
18,0.9177547019474503,0.9625872907123283,13.058951989025417,300.97815066941837,10.22716049382612,17.348721874230918
19,0.5087560654983503,0.9096002875121105,33.14392592592608,1346.2616440740856,32.76000000000003,36.69143829388657
20,0.9641587630659558,0.9776157623179742,7.200814814814972,87.99935185185414,6.146666666666846,9.380796973170996
21,0.9945629404254595,0.9946741609743115,1.7444074074074125,20.661137839506186,0.5516666666666623,4.545452435072463
22,0.9368368703859894,0.9567434796934258,9.437672394043538,183.75030890613047,7.47999999999999,13.555453105895445
23,0.8186514242253619,0.9394412539453608,17.901111111111113,475.87979777777787,15.091666666666669,21.814669325428195
24,0.5911935067918784,0.9553491657870805,45.68644444444428,2232.8154688888735,49.609999999999786,47.252676843633665
25,0.97151161074465,0.9770967396672745,5.100666666666697,43.11166938271621,4.196666666666658,6.5659477139797735
26,0.9581069440533178,0.9734964820592623,11.828666666666551,289.58975234567583,10.35333333333314,17.01733681707205
27,0.8960362214337391,0.9610816877170305,20.374111111111095,520.6035754938263,20.25166666666678,22.816738932060957
28,0.872359784164585,0.9643058977747954,17.376,395.25630222222213,18.119999999999976,19.881053850895885
29,0.9644571734603546,0.9714299870453946,5.422962962962921,87.98027308641642,1.6666666666671404,9.379780012687739
30,0.967250979191525,0.971226785089102,8.728493827160326,153.15130524004564,7.018888888887801,12.375431517326806
31,0.9852987417640895,0.9878763141370133,4.3791111111107615,36.51698167352241,3.439999999999003,6.042928236668247
32,0.9397495830709683,0.9829632960306429,16.192777777778435,332.1856900617543,17.498333333334955,18.2259619790494
33,0.6599370236773658,0.9089122317431306,22.667708333333284,655.8422654214864,23.76666666666665,25.609417514295135
34,0.9922250297872941,0.9922525765911429,2.539111111111137,19.605226666666642,0.9899999999999238,4.427778976718084
35,0.9822575503610284,0.9823048305148343,4.263777777777776,45.474765833333386,2.532499999999999,6.7434980413234635
36,0.9721822364670093,0.987139967050488,6.70920833333337,69.47319535783241,5.645416666666705,8.335058209624718
37,0.9915283912339552,0.991531992018897,1.6057777777777267,14.232453333333266,0.3999999999999062,3.7725923889725044
38,0.6889277032924759,0.9107928070430842,13.362999999999893,246.91674623456436,14.421666666666468,15.713584767154959
39,0.408729200054348,0.9329183154431501,48.81055555555553,2687.360532037035,51.6283333333333,51.839758217385956
40,0.9967514109090315,0.9967937584448159,1.4395555555555584,7.207424032921974,0.5244444444443417,2.6846646034322377
41,0.9730423007412325,0.9869514105070305,7.621333333333284,94.60906395061637,6.289999999999935,9.726719074313618
42,0.4907577780176373,0.9597277405184924,37.80177777777778,1551.6859466666672,36.44,39.391445094927235
43,0.8878328892197438,0.9623586913700293,18.32362962962902,492.21919333330555,14.55166666666544,22.186013461938256
44,0.8053387683603263,0.9523744291125739,23.341555555555498,657.0138599999974,20.63999999999993,25.632281599576682
45,0.7329650914329437,0.9383225958117836,23.856444444444435,688.7316888888881,25.00999999999999,26.243698079517834
46,0.872284399256601,0.9730608809958352,26.528370370370343,824.6034391358008,29.594999999999942,28.715909164360458
47,0.9225026398541613,0.9225206084307023,21.643185185185185,768.6046579149452,17.322222222219807,27.723720131233204
48,0.9568336173528187,0.9613470059051896,6.740888888888982,69.5385910204093,5.76285714285725,8.338980214655106
49,0.8956157139681684,0.9572979466255579,17.79800000000005,522.7092866666695,14.260000000000105,22.862836365304055
50,0.5667985629617841,0.9114673215291248,23.4442222222222,676.9995044444431,23.57999999999997,26.01921413964002
